train/learning_rate,train/actor_loss,train/ent_coef,train/critic_loss,rollout/ep_rew_mean,train/ent_coef_loss,time/time_elapsed,train/n_updates,time/episodes,rollout/ep_len_mean,time/fps,time/total_timesteps
0.0003,-14.18031120300293,0.01801798865199089,1.659365177154541,227.49060448999998,-2.2146739959716797,5946,59299,297,200.0,9,59400
0.0003,-13.9395751953125,0.018056202679872513,1.3950597047805786,228.4287006,2.8926548957824707,5966,59499,298,200.0,9,59600
0.0003,-14.052733421325684,0.01803365908563137,0.2372872531414032,228.79651355000001,1.0263885259628296,5986,59699,299,200.0,9,59800
0.0003,-13.702542304992676,0.01819499023258686,0.6033450365066528,229.93737191,-1.7159723043441772,6006,59899,300,200.0,9,60000
0.0003,-13.883211135864258,0.01805485039949417,1.6164039373397827,230.39202586000002,1.8025015592575073,6026,60099,301,200.0,9,60200
0.0003,-14.005976676940918,0.018079955130815506,0.903416097164154,231.50370983000005,-1.328004002571106,6046,60299,302,200.0,9,60400
0.0003,-13.97390365600586,0.018062584102153778,0.5008478164672852,231.69539046999998,4.2683892250061035,6066,60499,303,200.0,9,60600
0.0003,-13.702436447143555,0.018297115340828896,0.47445428371429443,232.23674379,-2.358915328979492,6086,60699,304,200.0,9,60800
0.0003,-13.386640548706055,0.01815020851790905,0.4289674460887909,232.55309026000003,1.004602074623108,6106,60899,305,200.0,9,61000
0.0003,-14.156566619873047,0.018102696165442467,0.4313996434211731,232.99654062000005,-1.7637617588043213,6126,61099,306,200.0,9,61200
0.0003,-13.97235107421875,0.018131982535123825,1.1473121643066406,233.43787405000006,2.171342372894287,6146,61299,307,200.0,9,61400
0.0003,-13.511719703674316,0.018169604241847992,0.3664996027946472,233.72490310000003,-0.10561254620552063,6166,61499,308,200.0,9,61600
0.0003,-14.196744918823242,0.0181213840842247,0.8689194917678833,233.90978302,-0.6934635639190674,6186,61699,309,200.0,9,61800
0.0003,-14.569828033447266,0.018205812200903893,0.48540306091308594,234.3354891,0.37607476115226746,6206,61899,310,200.0,9,62000
0.0003,-14.569371223449707,0.01839352771639824,0.485654354095459,234.64612537999997,2.38395619392395,6226,62099,311,200.0,9,62200
0.0003,-14.543166160583496,0.018299506977200508,0.3200314939022064,234.76880994999996,0.01402398943901062,6246,62299,312,200.0,9,62400
0.0003,-14.095579147338867,0.01827962137758732,0.36635199189186096,235.13571052999998,-0.8569879531860352,6266,62499,313,200.0,9,62600
0.0003,-14.216557502746582,0.018198305740952492,0.3616909980773926,235.27428789,-2.936906099319458,6286,62699,314,200.0,9,62800
0.0003,-14.537935256958008,0.01799374260008335,0.6981693506240845,235.61819597000002,1.8273717164993286,6306,62899,315,200.0,9,63000
0.0003,-14.578699111938477,0.01810094341635704,0.3201042413711548,235.87815090000004,1.4884639978408813,6326,63099,316,200.0,9,63200
0.0003,-14.525362014770508,0.018213070929050446,0.2695550322532654,236.24513119,-0.3848380148410797,6346,63299,317,200.0,9,63400
0.0003,-14.465795516967773,0.01845943182706833,0.30022427439689636,236.46228292000004,0.9767559766769409,6366,63499,318,200.0,9,63600
0.0003,-14.754439353942871,0.018315646797418594,0.31138426065444946,236.57140397,2.7740488052368164,6386,63699,319,200.0,9,63800
0.0003,-14.872823715209961,0.018506715074181557,0.43760937452316284,237.02080782000002,-1.5396287441253662,6406,63899,320,200.0,9,64000
0.0003,-14.393891334533691,0.018452998250722885,0.7686614394187927,237.22312158999995,-0.7275435924530029,6426,64099,321,200.0,9,64200
0.0003,-14.514984130859375,0.01821589469909668,0.5693228840827942,237.66661681999997,-3.2106094360351562,6446,64299,322,200.0,9,64400
0.0003,-14.166662216186523,0.0182559285312891,0.5585052967071533,237.76484430999997,0.07188034057617188,6466,64499,323,200.0,9,64600
0.0003,-14.595917701721191,0.018456192687153816,0.3114747703075409,238.01830763999996,-0.802780032157898,6486,64699,324,200.0,9,64800
0.0003,-14.417119979858398,0.018657788634300232,0.5573926568031311,238.12815282999998,-1.03128981590271,6506,64899,325,200.0,9,65000
0.0003,-15.033689498901367,0.01871594414114952,1.069361925125122,238.30841468999995,-4.1110687255859375,6526,65099,326,200.0,9,65200
0.0003,-15.029998779296875,0.018484098836779594,0.9327341914176941,238.42342256999996,0.7658854126930237,6546,65299,327,200.0,9,65400
0.0003,-14.794798851013184,0.018734734505414963,0.5417124032974243,238.52481947999996,1.3105604648590088,6566,65499,328,200.0,9,65600
0.0003,-15.052898406982422,0.018737027421593666,0.35184258222579956,238.72341626999997,1.0444414615631104,6586,65699,329,200.0,9,65800
0.0003,-14.542474746704102,0.018528331071138382,0.3295827805995941,238.89087165,-0.19050371646881104,6606,65899,330,200.0,9,66000
0.0003,-14.435014724731445,0.018584327772259712,0.3678050637245178,239.04158188000002,-2.1604721546173096,6627,66099,331,200.0,9,66200
0.0003,-14.701797485351562,0.018381915986537933,0.3283633589744568,239.26365694,0.6913385987281799,6647,66299,332,200.0,9,66400
0.0003,-14.739198684692383,0.018344692885875702,0.36742135882377625,239.42914593,3.5873637199401855,6667,66499,333,200.0,9,66600
0.0003,-14.529311180114746,0.018516231328248978,0.28766942024230957,239.25439575000001,1.8639636039733887,6687,66699,334,200.0,9,66800
0.0003,-14.962602615356445,0.01855413243174553,0.6373988389968872,238.71365237,-0.5162562727928162,6707,66899,335,200.0,9,67000
0.0003,-15.037958145141602,0.018534794449806213,0.3481263518333435,238.82477901000001,-1.7401618957519531,6727,67099,336,200.0,9,67200
0.0003,-14.894808769226074,0.018551267683506012,0.3432236313819885,238.90167103,-2.7511813640594482,6747,67299,337,200.0,9,67400
0.0003,-15.097607612609863,0.018513042479753494,0.3434346914291382,239.04000101999995,0.4542100131511688,6767,67499,338,200.0,9,67600
0.0003,-14.621112823486328,0.01856883056461811,0.8439540863037109,239.08248632,0.7980493307113647,6787,67699,339,200.0,9,67800
0.0003,-15.005651473999023,0.018642479553818703,1.2602870464324951,239.13718652,-0.5677865743637085,6807,67899,340,200.0,9,68000
0.0003,-15.24433708190918,0.018638471141457558,0.23657944798469543,239.30881638999995,-0.948331356048584,6827,68099,341,200.0,9,68200
0.0003,-14.605749130249023,0.01858913153409958,0.3684619665145874,239.39263304999994,0.006077587604522705,6847,68299,342,200.0,9,68400
0.0003,-14.970902442932129,0.018735405057668686,0.2818340063095093,239.62113919999996,-0.6977311968803406,6867,68499,343,200.0,9,68600
0.0003,-14.883129119873047,0.018694788217544556,0.3734953999519348,239.53250656999998,2.0138087272644043,6887,68699,344,200.0,9,68800
0.0003,-15.342203140258789,0.01881803199648857,0.4927833378314972,239.57859480999997,1.1805459260940552,6907,68899,345,200.0,9,69000
0.0003,-15.056900978088379,0.019119709730148315,0.3488113284111023,239.63476908999996,0.3877277374267578,6927,69099,346,200.0,9,69200
0.0003,-14.823813438415527,0.01900688000023365,0.8070359826087952,239.78719610999997,1.0027531385421753,6947,69299,347,200.0,9,69400
0.0003,-14.229146003723145,0.019115375354886055,0.3777901232242584,239.89067446999996,1.4784278869628906,6967,69499,348,200.0,9,69600
0.0003,-15.230924606323242,0.019107624888420105,0.4504380524158478,240.08610983999998,-1.8506977558135986,6987,69699,349,200.0,9,69800
0.0003,-14.649467468261719,0.019154295325279236,0.31723958253860474,239.84096396,2.6398768424987793,7007,69899,350,200.0,9,70000
0.0003,-14.948694229125977,0.0189523883163929,0.32007503509521484,239.83123469000003,-0.7597259283065796,7027,70099,351,200.0,9,70200
0.0003,-15.35274887084961,0.018745917826890945,0.3565988838672638,239.90208069,-1.9200451374053955,7047,70299,352,200.0,9,70400
0.0003,-15.457643508911133,0.018886320292949677,1.1820507049560547,240.03121617999997,1.7416784763336182,7067,70499,353,200.0,9,70600
0.0003,-15.484476089477539,0.01892639696598053,0.3186759948730469,240.11434484999998,0.3596528172492981,7087,70699,354,200.0,9,70800
0.0003,-15.622377395629883,0.018997587263584137,0.2810468077659607,240.27510754,-1.9061042070388794,7107,70899,355,200.0,9,71000
0.0003,-15.347981452941895,0.01903619058430195,0.3553970754146576,239.34076159,1.9336168766021729,7127,71099,356,200.0,9,71200
0.0003,-14.834911346435547,0.019033435732126236,1.0900486707687378,239.53047938000003,2.137176990509033,7147,71299,357,200.0,9,71400
0.0003,-14.945261001586914,0.019011175259947777,0.2759561836719513,239.72156686000002,-0.9274582266807556,7167,71499,358,200.0,9,71600
0.0003,-15.076093673706055,0.018947716802358627,0.3466680645942688,239.84076477000005,2.801298141479492,7187,71699,359,200.0,9,71800
0.0003,-14.592516899108887,0.018987350165843964,0.5456287860870361,239.98814038000003,1.8464471101760864,7207,71899,360,200.0,9,72000
0.0003,-14.905267715454102,0.018923379480838776,0.7527660727500916,240.08896177,-2.8089373111724854,7227,72099,361,200.0,9,72200
0.0003,-15.060267448425293,0.018771138042211533,0.3930087089538574,240.25565687,1.5094846487045288,7247,72299,362,200.0,9,72400
0.0003,-15.496479988098145,0.01889081858098507,0.3074232339859009,241.1557205,-3.0960230827331543,7267,72499,363,200.0,9,72600
0.0003,-15.700187683105469,0.018828295171260834,0.3893502950668335,244.07579185999998,-0.04976487159729004,7287,72699,364,200.0,9,72800
0.0003,-15.276386260986328,0.018997982144355774,0.2994367182254791,246.52881428999999,0.47561681270599365,7307,72899,365,200.0,9,73000
0.0003,-15.222094535827637,0.019033512100577354,0.3420259356498718,246.62986432999998,-2.5032386779785156,7327,73099,366,200.0,9,73200
0.0003,-14.920318603515625,0.01887482777237892,0.3859134912490845,246.78697885999998,0.3549919128417969,7347,73299,367,200.0,9,73400
0.0003,-14.871066093444824,0.01854619011282921,0.34828269481658936,247.05957673999998,-0.07429397106170654,7367,73499,368,200.0,9,73600
0.0003,-15.187444686889648,0.018725745379924774,2.6946861743927,247.14230338000002,1.4993311166763306,7387,73699,369,200.0,9,73800
0.0003,-15.342208862304688,0.01873919740319252,0.8506938815116882,247.20898738,1.7458240985870361,7407,73899,370,200.0,9,74000
0.0003,-14.755192756652832,0.018749142065644264,0.365623414516449,247.44608454000002,0.8186289668083191,7427,74099,371,200.0,9,74200
0.0003,-16.0357723236084,0.018846021965146065,0.21233709156513214,247.54925973000002,-1.7935444116592407,7447,74299,372,200.0,9,74400
0.0003,-15.477558135986328,0.0187392421066761,0.43338340520858765,247.61977544,-3.142305374145508,7467,74499,373,200.0,9,74600
0.0003,-14.894327163696289,0.018664555624127388,0.3932390511035919,247.91078746000002,0.24801898002624512,7487,74699,374,200.0,9,74800
0.0003,-15.425407409667969,0.018712833523750305,0.4219285249710083,247.92418549,-1.0482687950134277,7507,74899,375,200.0,9,75000
0.0003,-15.717458724975586,0.018804550170898438,0.25868985056877136,247.94567978000003,-2.053910732269287,7528,75099,376,200.0,9,75200
0.0003,-15.69882583618164,0.018890710547566414,0.31986716389656067,247.95235739,-0.6658375859260559,7548,75299,377,200.0,9,75400
0.0003,-15.399591445922852,0.01881798729300499,0.267670214176178,247.93988187999994,-0.06910288333892822,7568,75499,378,200.0,9,75600
0.0003,-15.145793914794922,0.01895005628466606,0.37617212533950806,247.97286788000002,1.8878049850463867,7588,75699,379,200.0,9,75800
0.0003,-15.312305450439453,0.018993275240063667,0.36456912755966187,247.97330559,4.585198879241943,7608,75899,380,200.0,9,76000
0.0003,-15.446309089660645,0.01896865852177143,0.6318522691726685,248.04807889000003,0.2997169494628906,7628,76099,381,200.0,9,76200
0.0003,-15.430963516235352,0.018779553472995758,0.3818294405937195,247.85689456,-2.1432411670684814,7648,76299,382,200.0,9,76400
0.0003,-15.435445785522461,0.01882704719901085,0.3384897708892822,247.92368318,-1.8147550821304321,7668,76499,383,200.0,9,76600
0.0003,-15.687994956970215,0.018702086061239243,0.20528998970985413,247.87688167,2.8170394897460938,7688,76699,384,200.0,9,76800
0.0003,-15.632728576660156,0.018778013065457344,0.30603325366973877,248.05331422999998,-1.1882727146148682,7708,76899,385,200.0,9,77000
0.0003,-15.70803165435791,0.018697140738368034,0.5625438690185547,248.06587019000003,-1.2215750217437744,7728,77099,386,200.0,9,77200
0.0003,-15.694533348083496,0.01880362629890442,0.22768263518810272,248.09548577,2.496838331222534,7748,77299,387,200.0,9,77400
0.0003,-15.766160011291504,0.018974365666508675,0.2719768285751343,248.17174792000003,3.523662567138672,7768,77499,388,200.0,9,77600
0.0003,-15.600141525268555,0.019049927592277527,0.25048673152923584,248.15804948000005,-0.06582093238830566,7788,77699,389,200.0,9,77800
0.0003,-15.42704963684082,0.019087905064225197,0.37136977910995483,248.33138414,-1.3884342908859253,7808,77899,390,200.0,9,78000
0.0003,-15.629834175109863,0.019064921885728836,0.3524363040924072,248.45967799000005,3.1421265602111816,7828,78099,391,200.0,9,78200
0.0003,-15.94594955444336,0.019057201221585274,0.8982027769088745,248.50040608999998,0.6198852062225342,7848,78299,392,200.0,9,78400
0.0003,-15.872328758239746,0.019163206219673157,1.0049099922180176,248.53888673,-2.403449535369873,7868,78499,393,200.0,9,78600
0.0003,-16.17093849182129,0.019279634580016136,1.858834981918335,248.31227535000002,-1.1410276889801025,7888,78699,394,200.0,9,78800
0.0003,-15.660046577453613,0.019172145053744316,0.284092515707016,248.41601701,-2.0519490242004395,7908,78899,395,200.0,9,79000
0.0003,-14.896509170532227,0.019086366519331932,0.2810059189796448,248.50721142000003,3.16445255279541,7928,79099,396,200.0,9,79200
0.0003,-15.69519329071045,0.019194506108760834,0.3228517174720764,248.60933219999998,-2.079158067703247,7948,79299,397,200.0,9,79400
0.0003,-16.651348114013672,0.019287234172225,0.24378231167793274,248.71533253,0.5319550037384033,7968,79499,398,200.0,9,79600
0.0003,-15.647345542907715,0.019082894548773766,0.4163920283317566,248.42418291999994,-0.3891858458518982,7988,79699,399,200.0,9,79800
0.0003,-16.325145721435547,0.019165491685271263,0.26089203357696533,248.45113904000002,0.558320164680481,8008,79899,400,200.0,9,80000
0.0003,-16.312591552734375,0.01914575695991516,0.7165626883506775,248.46378317000003,-2.7134852409362793,8028,80099,401,200.0,9,80200
0.0003,-15.964258193969727,0.019154062494635582,0.29740458726882935,248.60384618000003,-0.414143443107605,8048,80299,402,200.0,9,80400
0.0003,-15.577882766723633,0.019113939255475998,0.25354820489883423,248.74975977000003,1.4992132186889648,8068,80499,403,200.0,9,80600
0.0003,-16.15752410888672,0.01933080330491066,0.35828787088394165,248.75876601,-2.391596555709839,8088,80699,404,200.0,9,80800
0.0003,-16.248973846435547,0.019184531643986702,0.3407747149467468,248.93920596999996,-1.2458395957946777,8108,80899,405,200.0,9,81000
0.0003,-15.825838088989258,0.019340023398399353,0.3469961881637573,249.05110681,-0.11118443310260773,8128,81099,406,200.0,9,81200
0.0003,-15.037896156311035,0.019472865387797356,0.2890439033508301,249.11997561999996,-0.40661007165908813,8148,81299,407,200.0,9,81400
0.0003,-15.490215301513672,0.01954471692442894,0.49746108055114746,249.24916963999996,-0.6558268666267395,8168,81499,408,200.0,9,81600
0.0003,-15.480934143066406,0.01944601535797119,0.7873585224151611,248.90402416999999,-0.6274374723434448,8188,81699,409,200.0,9,81800
0.0003,-15.529508590698242,0.019372839480638504,0.3757992684841156,248.99665757,0.8394094109535217,8208,81899,410,200.0,9,82000
0.0003,-15.355928421020508,0.019297368824481964,0.575167179107666,249.03846549999997,-0.3820933997631073,8228,82099,411,200.0,9,82200
0.0003,-15.952129364013672,0.019446831196546555,0.4777016043663025,248.40794949000002,-2.436206817626953,8248,82299,412,200.0,9,82400
0.0003,-15.947378158569336,0.01932370290160179,0.5245057344436646,248.33660591,1.2735397815704346,8268,82499,413,200.0,9,82600
0.0003,-15.42391300201416,0.019343573600053787,0.24723422527313232,248.42026563,0.7023876309394836,8288,82699,414,200.0,9,82800
0.0003,-15.922680854797363,0.01940896548330784,0.45818430185317993,248.45423587000002,3.0724902153015137,8308,82899,415,200.0,9,83000
0.0003,-16.173776626586914,0.01962272822856903,1.0164874792099,248.52208056,-3.329801559448242,8328,83099,416,200.0,9,83200
0.0003,-15.8270902633667,0.019640810787677765,0.7248579263687134,248.51049333,3.449467897415161,8348,83299,417,200.0,9,83400
0.0003,-16.416728973388672,0.019666286185383797,0.558563768863678,248.43271912,0.0042441487312316895,8368,83499,418,200.0,9,83600
0.0003,-15.805777549743652,0.019522959366440773,0.9467595815658569,248.47240630999997,-0.4139668643474579,8388,83699,419,200.0,9,83800
0.0003,-15.650388717651367,0.019618434831500053,0.41061168909072876,248.4855872,1.920102596282959,8408,83899,420,200.0,9,84000
0.0003,-16.142044067382812,0.01948792301118374,0.8787314891815186,247.77363245000004,-1.2817455530166626,8428,84099,421,200.0,9,84200
0.0003,-15.65112018585205,0.019528862088918686,1.0257974863052368,247.58777942000003,-1.5915701389312744,8449,84299,422,200.0,9,84400
0.0003,-15.647772789001465,0.019535232335329056,0.3965807259082794,246.81007128000002,1.1599457263946533,8469,84499,423,200.0,9,84600
0.0003,-15.918587684631348,0.019427312538027763,0.5523825883865356,245.59217312999996,-1.0295801162719727,8489,84699,424,200.0,9,84800
0.0003,-15.806754112243652,0.01947828382253647,0.3524778485298157,245.66256119999997,-0.34672343730926514,8509,84899,425,200.0,9,85000
0.0003,-15.859880447387695,0.019490621984004974,0.3392286002635956,245.72113455,0.9207125902175903,8529,85099,426,200.0,9,85200
0.0003,-15.82336711883545,0.01978312060236931,0.3908236026763916,245.51933593999993,-3.133065938949585,8549,85299,427,200.0,9,85400
0.0003,-16.556882858276367,0.019894463941454887,0.3202861249446869,245.44933185999997,0.9679356813430786,8569,85499,428,200.0,9,85600
0.0003,-16.28754425048828,0.01980586349964142,0.33596909046173096,245.36525836999996,0.930342435836792,8589,85699,429,200.0,9,85800
0.0003,-15.612616539001465,0.019711218774318695,0.29808735847473145,245.41430010999997,-3.1590688228607178,8609,85899,430,200.0,9,86000
0.0003,-15.599176406860352,0.0199351254850626,0.4151160418987274,245.38824870999997,-0.38959041237831116,8629,86099,431,200.0,9,86200
0.0003,-16.797019958496094,0.019785813987255096,0.2688850462436676,245.41821009,-1.942314624786377,8649,86299,432,200.0,9,86400
0.0003,-16.403297424316406,0.019745653495192528,0.2224065363407135,245.37299874000004,-0.07255202531814575,8669,86499,433,200.0,9,86600
0.0003,-16.410432815551758,0.019704345613718033,0.34439557790756226,245.75172114000006,-2.438849687576294,8689,86699,434,200.0,9,86800
0.0003,-15.891895294189453,0.019746629521250725,0.2930446267127991,246.42423962000004,2.647345542907715,8709,86899,435,200.0,9,87000
0.0003,-16.009910583496094,0.019751258194446564,0.4500809609889984,246.42249067,2.4198644161224365,8729,87099,436,200.0,9,87200
0.0003,-16.300996780395508,0.019795119762420654,0.8743958473205566,246.36207977,-0.6739057898521423,8749,87299,437,200.0,9,87400
0.0003,-16.396472930908203,0.019841963425278664,0.47301462292671204,246.38479436,-0.24892790615558624,8769,87499,438,200.0,9,87600
0.0003,-16.168745040893555,0.019790012389421463,0.5980499982833862,246.45375979000005,2.1468348503112793,8789,87699,439,200.0,9,87800
0.0003,-16.191259384155273,0.01991460472345352,0.31696146726608276,246.47859359000003,-1.1607211828231812,8809,87899,440,200.0,9,88000
0.0003,-16.175928115844727,0.019870402291417122,1.7544423341751099,246.47121746000002,1.2276334762573242,8829,88099,441,200.0,9,88200
0.0003,-15.793601036071777,0.020076505839824677,0.5704092979431152,246.51980142,-0.4604204297065735,8849,88299,442,200.0,9,88400
0.0003,-16.768320083618164,0.01997997611761093,0.2784789800643921,246.42462618,-0.045434921979904175,8869,88499,443,200.0,9,88600
0.0003,-16.60186767578125,0.020054122433066368,0.34057390689849854,246.41620491,1.6794593334197998,8889,88699,444,200.0,9,88800
0.0003,-16.054384231567383,0.019900266081094742,0.3537524938583374,246.34792958999998,0.5879077315330505,8909,88899,445,200.0,9,89000
0.0003,-16.41990852355957,0.01995951309800148,0.35949432849884033,246.46444843,1.6983721256256104,8929,89099,446,200.0,9,89200
0.0003,-15.74648666381836,0.019971046596765518,0.3060176968574524,246.29457177000003,-0.2580176889896393,8949,89299,447,200.0,9,89400
0.0003,-15.706990242004395,0.01988672837615013,0.33419227600097656,246.36739892000003,0.5339839458465576,8969,89499,448,200.0,9,89600
0.0003,-15.900625228881836,0.020006565377116203,0.27964159846305847,246.44137764000004,1.0312966108322144,8989,89699,449,200.0,9,89800
0.0003,-16.556659698486328,0.020034536719322205,0.3234172463417053,246.56673429000003,-0.4062753915786743,9009,89899,450,200.0,9,90000
0.0003,-16.171323776245117,0.02013360522687435,0.3500794768333435,246.31764846000002,-1.4160027503967285,9029,90099,451,200.0,9,90200
0.0003,-15.977483749389648,0.020286599174141884,0.32184895873069763,246.34482571,2.213160753250122,9049,90299,452,200.0,9,90400
0.0003,-16.28847885131836,0.02025432512164116,1.2507519721984863,246.4340017,-0.8654810190200806,9069,90499,453,200.0,9,90600
0.0003,-16.146480560302734,0.020132869482040405,0.4237295985221863,246.29224513999998,0.6553478240966797,9089,90699,454,200.0,9,90800
0.0003,-16.919401168823242,0.020023677498102188,0.3768402934074402,245.97620881,-0.2734692096710205,9109,90899,455,200.0,9,91000
0.0003,-16.1499080657959,0.020145954564213753,0.472836971282959,246.99236858,-0.19834968447685242,9129,91099,456,200.0,9,91200
0.0003,-16.20685386657715,0.020316319540143013,0.4330049157142639,247.01941939,-0.012836724519729614,9149,91299,457,200.0,9,91400
0.0003,-16.416461944580078,0.020462533459067345,0.38155487179756165,246.89731304,-0.3120303750038147,9169,91499,458,200.0,9,91600
0.0003,-16.65159797668457,0.020368970930576324,0.5147178173065186,246.86532893,-1.3982495069503784,9189,91699,459,200.0,9,91800
0.0003,-16.94709014892578,0.02026020921766758,1.052268624305725,246.90890629,5.352668762207031,9209,91899,460,200.0,9,92000
0.0003,-16.896455764770508,0.02039005421102047,0.3296325206756592,246.87995835,-0.8012485504150391,9229,92099,461,200.0,9,92200
0.0003,-16.870285034179688,0.02043616771697998,0.4149929881095886,246.88868382999996,0.7089415192604065,9249,92299,462,200.0,9,92400
0.0003,-16.5063419342041,0.020666446536779404,0.3987376391887665,247.24795290000003,2.781176805496216,9269,92499,463,200.0,9,92600
0.0003,-16.085569381713867,0.020651251077651978,0.6233316659927368,247.30818363999998,0.5952128171920776,9289,92699,464,200.0,9,92800
0.0003,-16.981311798095703,0.020383866503834724,0.3219413757324219,247.30037343,-0.37243324518203735,9309,92899,465,200.0,9,93000
0.0003,-16.223119735717773,0.020416945219039917,0.6849918365478516,247.34249349,1.462068796157837,9329,93099,466,200.0,9,93200
0.0003,-17.479705810546875,0.020559212192893028,0.6185486912727356,247.39637628,4.827134609222412,9350,93299,467,200.0,9,93400
0.0003,-16.7468318939209,0.020533861592411995,0.4899131655693054,247.33686122,1.819405198097229,9370,93499,468,200.0,9,93600
0.0003,-16.754791259765625,0.020932162180542946,0.7630695104598999,247.27481623,-0.7480471730232239,9390,93699,469,200.0,9,93800
0.0003,-17.44084930419922,0.02065291628241539,0.251229465007782,247.28935695,-3.34368896484375,9410,93899,470,200.0,9,94000
0.0003,-16.93134880065918,0.020686771720647812,0.6245505213737488,247.32635142999996,2.1173391342163086,9430,94099,471,200.0,9,94200
0.0003,-17.707304000854492,0.020742520689964294,0.6004296541213989,244.75746498,0.5321484208106995,9450,94299,472,200.0,9,94400
0.0003,-17.19805145263672,0.020485378801822662,0.580039918422699,241.94851891000002,0.29633739590644836,9470,94499,473,200.0,9,94600
0.0003,-17.394922256469727,0.020327836275100708,1.1356981992721558,241.91413735000003,2.2436320781707764,9490,94699,474,200.0,9,94800
0.0003,-17.0666561126709,0.020746871829032898,0.541971743106842,242.09053120000004,1.9488811492919922,9510,94899,475,200.0,9,95000
0.0003,-16.95884132385254,0.020679576322436333,0.33022448420524597,239.10212181999998,-1.2895015478134155,9530,95099,476,200.0,9,95200
0.0003,-16.930065155029297,0.02059517242014408,0.4119146466255188,239.33720897,-1.2137641906738281,9550,95299,477,200.0,9,95400
0.0003,-17.114131927490234,0.02065782994031906,0.9437805414199829,236.70913894999998,4.261276721954346,9570,95499,478,200.0,9,95600
