train/ent_coef,time/total_timesteps,train/actor_loss,time/fps,train/learning_rate,rollout/ep_len_mean,train/ent_coef_loss,time/episodes,rollout/ep_rew_mean,train/n_updates,train/critic_loss,time/time_elapsed
0.9924902319908142,200,14.038595199584961,10,0.0003,200.0,-0.07269307225942612,1,-2.331293,99,73.186767578125,19
0.9424984455108643,400,12.533549308776855,10,0.0003,200.0,-0.5776730179786682,2,-10.752172499999999,299,62.63070297241211,39
0.8781213164329529,600,1.448954463005066,10,0.0003,200.0,-1.9473813772201538,3,-19.57919933333333,499,36.00640106201172,59
0.8179025650024414,800,-6.050128936767578,10,0.0003,200.0,-3.2525744438171387,4,-12.925885249999999,699,13.047697067260742,79
0.7619646787643433,1000,-11.730685234069824,10,0.0003,200.0,-4.700927734375,5,-12.481776399999998,899,8.656119346618652,99
0.711063802242279,1200,-15.466764450073242,10,0.0003,200.0,-6.062559127807617,6,-14.3989555,1099,4.578272342681885,119
0.6652199029922485,1400,-16.66470718383789,10,0.0003,200.0,-7.031678676605225,7,-13.45505942857143,1299,4.8988142013549805,139
0.6232412457466125,1600,-18.62795639038086,10,0.0003,200.0,-8.48503589630127,8,-13.035336874999999,1499,4.209919452667236,159
0.5843192338943481,1800,-20.068248748779297,10,0.0003,200.0,-9.951956748962402,9,-13.068959888888887,1699,4.4391655921936035,179
0.5480905771255493,2000,-20.316720962524414,10,0.0003,200.0,-10.994142532348633,10,-11.985541499999998,1899,4.529312610626221,199
0.5142991542816162,2200,-20.107189178466797,10,0.0003,200.0,-11.915687561035156,11,-13.23251418181818,2099,2.3357791900634766,219
0.4827042520046234,2400,-19.95094871520996,10,0.0003,200.0,-13.505121231079102,12,-12.104565916666665,2299,2.680939197540283,239
0.4532358944416046,2600,-20.223459243774414,10,0.0003,200.0,-14.815641403198242,13,-13.182639538461537,2499,2.396768093109131,259
0.4257611930370331,2800,-19.718975067138672,9,0.0003,200.0,-16.12912368774414,14,-16.203498999999997,2699,2.26912522315979,280
0.40008267760276794,3000,-18.745365142822266,9,0.0003,200.0,-16.98673439025879,15,-15.694179933333332,2899,3.211728572845459,300
0.3761371374130249,3200,-18.410478591918945,9,0.0003,200.0,-18.59512710571289,16,-14.245695937499999,3099,2.1138529777526855,320
0.3532346487045288,3400,-18.130123138427734,9,0.0003,200.0,-19.947511672973633,17,-15.337938823529411,3299,1.0093252658843994,340
0.3318991959095001,3600,-17.444063186645508,9,0.0003,200.0,-21.16900634765625,18,-14.854965222222221,3499,1.8054860830307007,360
0.31200605630874634,3800,-16.85132598876953,9,0.0003,200.0,-22.427669525146484,19,-13.850343315789473,3699,0.983532190322876,380
0.29341256618499756,4000,-15.655710220336914,9,0.0003,200.0,-23.71104621887207,20,-13.667583299999999,3899,1.270240068435669,400
0.27600252628326416,4200,-15.019818305969238,9,0.0003,200.0,-24.65813446044922,21,-12.508593333333332,4099,1.0006204843521118,420
0.2596936821937561,4400,-14.362902641296387,9,0.0003,200.0,-25.644351959228516,22,-11.735077454545454,4299,0.7522268295288086,440
0.24439120292663574,4600,-13.480438232421875,9,0.0003,200.0,-27.20515251159668,23,-11.336677869565216,4499,1.526902675628662,460
0.2300136685371399,4800,-12.9462308883667,9,0.0003,200.0,-28.411128997802734,24,-11.108954916666667,4699,0.6914244890213013,480
0.2165302336215973,5000,-12.295979499816895,9,0.0003,200.0,-29.02780532836914,25,-11.50171812,4899,0.9040101766586304,500
0.20389100909233093,5200,-11.599433898925781,9,0.0003,200.0,-30.347646713256836,26,-11.469589038461539,5099,0.5623120069503784,520
0.19200490415096283,5400,-10.587615966796875,9,0.0003,200.0,-31.381732940673828,27,-10.775393703703704,5299,0.6545498967170715,540
0.18082503974437714,5600,-10.165626525878906,9,0.0003,200.0,-32.87092590332031,28,-10.437780785714285,5499,0.5369334816932678,560
0.17031867802143097,5800,-9.640498161315918,9,0.0003,200.0,-33.206790924072266,29,-10.295173103448276,5699,0.49785953760147095,580
0.16042503714561462,6000,-9.27468204498291,9,0.0003,200.0,-34.788021087646484,30,-9.8135825,5899,0.721002459526062,600
0.15112608671188354,6200,-8.79548454284668,9,0.0003,200.0,-35.659610748291016,31,-9.366262032258065,6099,0.36441895365715027,620
0.1423856019973755,6400,-8.130928039550781,9,0.0003,200.0,-36.891815185546875,32,-8.723485624999999,6299,0.6554961204528809,640
0.13414517045021057,6600,-7.517293930053711,9,0.0003,200.0,-37.66657257080078,33,-8.009008727272727,6499,0.7426142692565918,660
0.1264002025127411,6800,-7.262119293212891,9,0.0003,200.0,-38.14901351928711,34,-7.288251911764705,6699,0.3577137887477875,680
0.11912409961223602,7000,-6.905982971191406,9,0.0003,200.0,-39.776275634765625,35,-6.795527828571428,6899,0.3346070647239685,700
0.11227050423622131,7200,-6.567626476287842,9,0.0003,200.0,-40.766082763671875,36,-6.077752555555555,7099,0.3129044771194458,720
0.10582766681909561,7400,-6.070408344268799,9,0.0003,200.0,-41.323944091796875,37,-5.947816054054053,7299,0.2988331913948059,740
0.0997738242149353,7600,-5.603695392608643,9,0.0003,200.0,-42.216739654541016,38,-5.461356447368421,7499,0.28707462549209595,760
0.09406974911689758,7800,-5.384272575378418,9,0.0003,200.0,-42.95290756225586,39,-5.116362666666666,7699,0.34743160009384155,780
0.08871044963598251,8000,-5.229628562927246,9,0.0003,200.0,-44.19313049316406,40,-3.895127074999999,7899,0.27747780084609985,800
0.08368553966283798,8200,-4.721475601196289,9,0.0003,200.0,-44.946651458740234,41,-2.819751292682926,8099,0.27941906452178955,820
0.07894978672266006,8400,-4.585730075836182,9,0.0003,200.0,-44.70716857910156,42,-2.711821047619047,8299,0.29395705461502075,840
0.07448653131723404,8600,-4.4624342918396,9,0.0003,200.0,-46.43708038330078,43,-1.783333813953488,8499,0.23612239956855774,860
0.07027848064899445,8800,-4.242705821990967,9,0.0003,200.0,-45.60500717163086,44,-0.7835159545454541,8699,0.29326486587524414,880
0.06634926050901413,9000,-3.919428825378418,9,0.0003,200.0,-46.426300048828125,45,-0.03432495555555511,8899,0.2497168928384781,900
0.06264336407184601,9200,-3.817760467529297,9,0.0003,200.0,-47.24087142944336,46,0.4789163695652178,9099,0.22066965699195862,920
0.05915287882089615,9400,-3.831733226776123,9,0.0003,200.0,-47.98698425292969,47,1.4062414893617023,9299,0.21454450488090515,940
0.0558597706258297,9600,-3.399561882019043,9,0.0003,200.0,-48.123252868652344,48,1.9978275000000003,9499,0.17774716019630432,960
0.052758220583200455,9800,-3.31156325340271,9,0.0003,200.0,-48.014617919921875,49,3.0891199387755104,9699,0.2140180468559265,980
0.049833133816719055,10000,-3.395521402359009,9,0.0003,200.0,-48.983333587646484,50,3.56202268,9899,0.27225032448768616,1000
0.04708637669682503,10200,-3.0950722694396973,9,0.0003,200.0,-47.48741912841797,51,3.8166246666666668,10099,0.3338669538497925,1020
0.04449254274368286,10400,-3.0860345363616943,9,0.0003,200.0,-49.14569854736328,52,4.353353557692308,10299,0.2029573917388916,1040
0.04205005615949631,10600,-2.820270538330078,9,0.0003,200.0,-48.842315673828125,53,5.42827483018868,10499,0.17937424778938293,1060
0.039758551865816116,10800,-2.7808101177215576,9,0.0003,200.0,-47.46703338623047,54,6.795940518518519,10699,0.18566130101680756,1080
0.03761057183146477,11000,-2.741393804550171,9,0.0003,200.0,-48.454891204833984,55,7.744506945454546,10899,0.2490924894809723,1100
0.03559090942144394,11200,-2.495797634124756,9,0.0003,200.0,-48.25733184814453,56,8.684471910714285,11099,0.2038990557193756,1120
0.033693622797727585,11400,-2.6557235717773438,9,0.0003,200.0,-47.65976333618164,57,9.004267368421052,11299,0.1956605613231659,1140
0.031904421746730804,11600,-2.4675087928771973,9,0.0003,200.0,-46.706573486328125,58,10.287782879310345,11499,0.20240789651870728,1160
0.030222585424780846,11800,-2.4394917488098145,9,0.0003,200.0,-45.92563247680664,59,11.813875966101696,11699,0.22081492841243744,1180
0.028639141470193863,12000,-2.3156397342681885,9,0.0003,200.0,-47.23106002807617,60,12.936068350000001,11899,0.17841030657291412,1201
0.02714463882148266,12200,-2.305986166000366,9,0.0003,200.0,-46.816566467285156,61,13.801692655737707,12099,0.1729678213596344,1221
0.02574385702610016,12400,-2.4236366748809814,9,0.0003,200.0,-45.08885955810547,62,14.321364806451614,12299,0.18473874032497406,1241
0.024420175701379776,12600,-2.4841928482055664,9,0.0003,200.0,-44.56948471069336,63,14.993168444444445,12499,0.2028300166130066,1261
0.023176802322268486,12800,-2.462817430496216,9,0.0003,200.0,-44.822853088378906,64,15.396803953125001,12699,0.2227018028497696,1281
0.022011179476976395,13000,-2.467851161956787,9,0.0003,200.0,-42.01818084716797,65,16.743686953846154,12899,0.17009150981903076,1301
0.020920082926750183,13200,-2.533142566680908,9,0.0003,200.0,-39.25200653076172,66,16.72620054545455,13099,0.18319302797317505,1321
0.019901849329471588,13400,-2.4230945110321045,9,0.0003,200.0,-41.59202194213867,67,18.443059537313435,13299,0.16014745831489563,1341
